লেখক	বিষয়	পত্রাঙ্ক
শ্রীঅমুল্যকৃষ্ণ ঘোষ	অর্ঘ্য	৭০৫
	শ্রীশ্রীমায়ের কথা	৭০৭
বাসুদেবানন্দ	অদ্বৈতবাদ	৭২৩
শ্রীযতীন্দ্রমোহন বন্দ্যোপাধ্যায়	সাহিত্যে রসতত্ত্ব	৭৩৩
অচ্যুতানন্দ	যুগধর্ম্মে শ্রীশ্রীমা	৭৪২
অব্যক্তানন্দ	জাতি-সংগঠক শ্রীবিবেকানন্দ	৭৫২
	স্বামী ব্রহ্মানন্দের উপদেশ	৭৬০
	মাধুকরী	৭৬৪
	সমালোচনা ও পুস্তক পরিচয়	৭৬৫
	সংঘ-বার্ত্তা	৭৬৭
