লেখক	বিষয়	পত্রাঙ্ক
শ্রীসুরেশ বিশ্বাস	বন্দনা	৬৪১
	স্বামী প্রেমানন্দের উপদেশ	৬৪৩
শ্রী-	স্বামী প্রেমানন্দের কথা	৬৪৯
শ্রীবিবেকানন্দ মুখোপাধ্যায়	নারী-নির্যাতন	৬৫৭
শ্রীলাবণ্যকুমার চক্রবর্ত্তী	প্রেমানন্দ-স্মৃতি	৬৬১
অব্যক্তানন্দ	জাতি-সংগঠক শ্রীবিবেকানন্দ	৬৬৬
	মাধুকরী	৬৭৬
শ্রী-	সত্যের পূজা	৬৯০
	সমালোচনা ও পুস্তক পরিচয়	৬৯৭
	নিবেদন	৬৯৯
	শ্রীরামকৃষ্ণ বিদ্যাপীঠ ও দাতব্য ঔষধালয়	৭০১
	সংঘ-বার্ত্তা	৭০৩
