লেখক	বিষয়	পত্রাঙ্ক
শ্রীসুশীলকুমার দেব	চক্র-প্রবর্ত্তন	১
	শ্রীশ্রীমায়ের কথা	২
ব্রহ্মচারী ধ্যানচৈতন্য	রামকৃষ্ণ-বিবেকানন্দ ও সার্ব্বভৌমিক বেদান্ত	১৫
ওমার খৈয়াম	সাংখ্য দর্শন	২২
শ্রীসাহাজী	বিবেকানন্দ তত্ত্ব বিচার	৩২
শ্রীকানাইলাল পাল, এম্‌-এ, বি-এল	এরিষ্টটল ও আত্মা	৪২
স্বামী অরূপানন্দ	শ্রীশ্রীগোলাপমাতা	৪৬
	মাধুকরী	৫৬
শ্রীগিরিজাশঙ্কর রায়চৌধুরী	পুস্তক-পরিচয়	৬১
	সংঘ-বার্ত্তা	৬৪
