লেখক	বিষয়	পত্রাঙ্ক
	উদ্বোধন	১
	কথাপ্রসঙ্গে	৩
	স্বামী বিবেকানন্দের পত্র	৯
অধ্যাপক-শ্রীঅবিনাশচন্দ্র দাস	বৈদিক ভারত	১৬
শ্রীবিজয়গোপাল গঙ্গোপাধ্যায়	ক্ষীরোদ-স্মৃতি-তর্পণ	২৭
বজ্রকীট	লঙ্কাকান্ড	৩৫
বাসুদেবানন্দ	বুদ্ধ-বাণী	৩৮
চন্দ্রেশ্বরানন্দ	ইউরোপে চার্চ্চিয়ানিটী	৪৪
বিবিদিষানন্দ	কৈলাস ও মানস-সরোবর ভ্রমণ	৪৯
	মাধুকরী	৫৬
অসিতানন্দ	বিচার	৬২
	সমালোচনা	৬৩
	সংঘ-বার্ত্তা	৬৪
